licensetype	businessname	legaldescription	description	subtype	job_value
GENERAL CONTRACTOR LICENSE	BLOX CONSTRUCTION INC		Construct alterations to main floor at existing single family residence, subject to field inspection.	SINGLE FAMILY / DUPLEX	$150,000.00
	BLOX CONSTRUCTION		Construct alterations to main floor at existing single family residence, subject to field inspection.	SINGLE FAMILY / DUPLEX	$150,000.00
ELECTRICAL CONTRACTOR LICENSE	CHIEF ELECTRIC LLC		METRO BUS STATION INSTALL FUTURE CONDUIT FOR SHED #1 AND 60AMP SERVICE FOR SHED #2 [SHED #1 @ FRONT ELEV OF BLDG, SHED #2 ACCROSS STREET]	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	A&R SOLAR		[A ONE-LINE DIAGRAM WILL BE REQUIRED ON SITE AT THE TIME OF INSPECTION OF ANY RENEWABLE ENERGY SYSTEM. A COVER INSPECTION IS REQUIRED BEFORE INSTALLATION BEGINS, BUT AFTER THE EQUIPMENT IS ON-SITE. ] INSTALLING PHOTOVOLTAIC SYSTEM ON ROOF	SINGLE FAMILY / DUPLEX	
	HERMANSON COMPANY		Install (3) Ultra HE SS units	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	PAUL KOCHARHOOK	ALL OF LOT 14 & E 1/2 OF 15, BLOCK 7, CLOVERDALE ADD & SUPL	Interior alterations for existing single family residence, subject to field inspection (STFI).	SINGLE FAMILY / DUPLEX	$40,000.00
	ONE 356 LLC	PARCEL A, LBA #3019964	Establish use as and construct new multifamily structure with covered parking, occupy per plan.	MULTIFAMILY	$0.00
ELECTRICAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC., LOW VOLTAGE CONTRACTOR LICENSE, REGIS.	DCLU WAIVE LICENSE CHECK		REPLACE SIDE SEWER	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	WESTERN NEON INC		INSTALL (1) EXT ILLUM MARQUEE SIGN W/ EXPOSED NEON FOR &quot;THE MAILBOX&quot;	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	SELECT AIR SERVICE		INSTALL DUCTLESS HEAT PUMP	SINGLE FAMILY / DUPLEX	
	LANE WILLIAMS ARCHITECTS	E 37.5 FT OF S 1/2 OF LOT 2, BLOCK 16, OSNERS 2ND ADD	Construct 2nd story addition, deck and entry porches, and alter interior of single family residence per plan.	SINGLE FAMILY / DUPLEX	$114,631.00
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, GENERAL CONTRACTOR LICENSE	JIM DANDY SEWER & PLUMBING		REPLACE 30FT OF SEWER ON SOUTH SIDE HOUSE	SINGLE FAMILY / DUPLEX	
	MONTE CRISTO SQUARE, LLC	W 37.5 FT OF N 1/2 OF 2, BLOCK 17, OSNERS 2ND ADD	Establish use as and construct new single family residence with attached garage, per plans.	SINGLE FAMILY / DUPLEX	$393,334.00
	RESIDENTIAL DESIGN		Demo existing garage and build new garage, subject to field inspection (STFI).	SINGLE FAMILY / DUPLEX	$30,000.00
	KNS ARCHITECTURE C0	LOT 4, LBA 3009165	Construct tenant improvements to existing commercial building for the west half of the 2nd floor and occupy per plan.	COMMERCIAL	$773,993.00
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		OTC PILOT PROGRAM - ADDITION OF EGRESS LIGHTS & TRACK TO TEMP RETAIL SPACE, NO SERVICE OR FEEDERS	COMMERCIAL	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, GENERAL CONTRACTOR LICENSE	JIM DANDY SEWER & PLUMBING		EMERGENCY SS REPAIR IN ROW	SINGLE FAMILY / DUPLEX	
	BRAD XANTHOPOULOS	LOT 31-32 BLOCK 2, BORZONES ADD	Establish use as and construct a new single family residence with attached garage, per plan.	SINGLE FAMILY / DUPLEX	$333,194.00
ELECTRICAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE, ELECTRICAL	BEL RED ENERGY SOLUTIONS		REPLACE GAS FURNACE	SINGLE FAMILY / DUPLEX	
	ARMSTRONG CONTRACTING INC	LOT 20, BLK 6, OLYMPIC MANOR DIV. #2	CLOSED AS INCOMPLETE - EXPIRED PERMIT. Interior remodel of existing single family dwelling; window upgrades, insulation upgrades, structural repairs & corrections & add entry overhang & add skylight & curb per plan.	SINGLE FAMILY / DUPLEX	$100,000.00
	JOHNSTON ARCHITECTS		10/9/2014 - CANCELLED CUSTOMER LOG #14-878	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC.	REED WRIGHT HTG & ELEC CO INC		INSTALLATION OF A NEW 95.5% EFF.GAS FURNACE GAS TO GAS	SINGLE FAMILY / DUPLEX	
SPECIALTY CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	CORNERSTONE CONST/SEATTLE INC		NEW SEWER AND STORM CONNECTION - SS CERT PROVIDED	SINGLE FAMILY / DUPLEX	
	GALLAUDET EDSON	LOTS PORS AC 1&, BLOCK 13, MAPLE LEAF TO GREEN LAKE CIRCLE POR OF........	Land use application to adjust the boundary between four parcels of land. Proposed parcel sizes are:A)5000sf; B)5003sf; C)5000sf; D)5003sf	SINGLE FAMILY / DUPLEX	
	ERIC DENNY ARCHITECTURE	322604-9113, W 36' OF E 146' OF S 94.66' OF N 304'OF SE 1/4 OF SW 1/4 OF SECTION 32-26-4, TX LT 113	Remove deck and construct two story addition and deck to north end of existing Single Family Residence, per plan.	SINGLE FAMILY / DUPLEX	$42,530.00
GENERAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC.	C & C OLYMPIC HEATING INC		INSTALL NEW HVAC SYSTEM	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	P O P ELECTRIC INCORPORATED		UPGRADE SERVICE TO 200 AMP AND REFEED EXISTING PANEL	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC.	NEIL KELLY CO		DUCTLESS HEAT PUMP INSTALLATION	SINGLE FAMILY / DUPLEX	
	LEDOUX CONSTRUCTION, LLC		9/29/2014 - CANCELLED CUSTOMER LOG #14-839	SINGLE FAMILY / DUPLEX	$0.00
	H2D ARCHITECTURE + DESIGN	LOTS 5-6, BLOCK 59, PONTIAC ADD	Construct additions and substantial alterations to single family residence with attached garage, per plan.	SINGLE FAMILY / DUPLEX	$210,733.00
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	ADVANCED INSTALLATION INC		INSTALLING FIREPLACE INSERT IN SFR	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	NORTHWEST ELECTRIC & SOLAR LLC		WIRE SFR REMODEL	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	BERRY SIGN SYSTEMS		INSTALL NEW ILLUMINATED SIGNS; 5 WALL SIGNS, 1 GROUND SIGN AND 5 PROJECTING SIGNS ALL TO REPLACE EXISTING, PLUS 1 NEW PROJECTING SIGN.	COMMERCIAL	
GENERAL CONTRACTOR LICENSE	HEARTHSIDE & HOME		INSTALL NG FIREPLACE INSERT	SINGLE FAMILY / DUPLEX	
SPECIALTY CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	ON-GRADE EXCAVATING		INSTALL NEW SEWER & DRAINAGE - CONSTRUCTION #6320684	SINGLE FAMILY / DUPLEX	
SPECIALTY CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	ON-GRADE EXCAVATING		DRAIN PER GSI; DISCHARGE TO DITCH/CULVERT; SS TO EX SS; LINER REPAIR - CONSTRUCTION #6308286	SINGLE FAMILY / DUPLEX	
	FIRE ONE INCORPORATED		INSTALL ALL NEW SPEAKER AND SPEAKER STROBES	COMMERCIAL	
	ADT LLC		INSTALL CCTV SECURITY SYSTEM	COMMERCIAL	
REGIS. SIDE SEWER CONTRACTOR, GENERAL CONTRACTOR LICENSE	PESTELL CONSTRUCTION LLC		SIDE SEWER REPAIR	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	PYRAMID ELECTRIC INCORPORATED		REPLACE FUSE PANEL WITH NEW MAIN CIRCUIT BREAKER PANEL	SINGLE FAMILY / DUPLEX	
	STORYBOOK MANOR, LLC	LOT 6, BLOCK 1, PFEIFFERS ADDAKA UNIT LOTS A-F, SP #3007868	Establish use and construct 2-unit duplex dwelling with attached garage this permit per plan (Middle bldg). (Establish use and construct three 2-unit dwellings with attached garages and surface parking per plan). Project includes demolition of existing single family dwelling. Routing for three A/P's under 6139722.	SINGLE FAMILY / DUPLEX	$201,386.00
GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC.	COMFORT SOLUTION INC		INSTALL NEW FURNACE	SINGLE FAMILY / DUPLEX	
	ASENTRIA CORP.		INSTALL T-STATS	COMMERCIAL	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, GENERAL CONTRACTOR LICENSE	JIM DANDY SEWER & PLUMBING		EMERGENCY SIDE SEWER REPAIR - RSSC TO PERFORM STREET RESTORATION	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, GENERAL CONTRACTOR LICENSE	JIM DANDY SEWER & PLUMBING		SEWER REPAIR	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		INSTAL 1 SIGN CIRCUIT, 1 TIME CLOCK CIRCUIT, 2 QUADPLEX, 1 REC	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	EVERGREEN POWER SYSTEMS, INC		30 DAY GET STARTED PERMIT RELATED PLAN REVIEW # 6371037	COMMERCIAL	
	DC GRANGER INC	PARCEL A, LBA #3003770, A.K.A. UNIT LOTS A-H , SP #3006362	Land Use Application to subdivide one parcel into eight unit lots. The construction of townhouses is being reviewed under Project #6074885. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.		
	JACKSON/MAIN ARCHITECTS		Renew existing permit #6109343	SINGLE FAMILY / DUPLEX	
SPECIALTY CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, REFRIGERATION CONTRACTOR LIC.	FISCHER PLUMBING CO INC, THE		REPAIRING BURST PIPE	SINGLE FAMILY / DUPLEX	
	ROBERT MOREN FIRESHIELD INC	THORTON MASTER CONDOMINIUM, VOL 254 PGS 49-55, AMEND NO.1 VOL 263-81-84 TGWTHRONTON CINEMA BUILDING CONDO, VOL 257, PGS 69-102 AMEND NO 1 VOL 264 PGS 39-42 TGWTHORNTON PLACE RESIDENCES CONDO, VOL 257 PGS 84-95, PHASE 1, VOL 264 PGS 30-34. TGWTHORNTON MIXED-USE CONDO, VOL 254 PGS 257-83, AMEND NO.1 VOL264 PGS35-38AKA: PARCEL X, SP #2503971 (REC #)20060601900001, EXCEPT WEST 36.50 FEET, ORD 122111 (PREVIOUS LEGAL)	Sprinkler alteration of the Wet Fire Sprinkler sytsem....relocate and replace 21 heads for 5 Guys Burgers and Fries restaurant per plan	COMMERCIAL	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	CRS ENTERPRISES		INSTALL SEWER & STORM SYSTEM TO NEW UNITS	MULTIFAMILY	
	ADMINISTRATIVE & SERVICES CENTER		Demolition of existing Arbor Heights Elementary School, per plan.	INSTITUTIONAL	
ELECTRICAL CONTRACTOR LICENSE	WASHINGTON ENERGY SVCS CO LLC		CIRCUIT FOR FIREPLACE	SINGLE FAMILY / DUPLEX	
	CONFLUX ARCHITECTURE, INC.	W 90' OF S 1/2 OF N 1/2 OF E 1/2 OF NW QTR OF SE QTR OF SW QTR LESS S 30'TGW EASEMENT FOR ROAD AND UTILITY PURPOSES KC#3563526	Land Use Application to subdivide 1 parcel, containing 2 existing single family residences, into 3 parcels of land in an environmentally critical area. Proposed parcel sizes are: A) 5,760.3 sq. ft., B) 4,206.3 sq. ft., and C) 2,084.2 sq. ft. Existing structures to remain.	SINGLE FAMILY / DUPLEX	
ELEVATOR CONTRACTOR LICENSE	MOBILITY CONCEPTS INC		INSTALLATION OF BRUNO STAIRCHAIR.		
	HOLADAY PARKS INCORPORATED		Replacing 2 rooftop units, like for like.	COMMERCIAL	
	DC GRANGER INC		INSTALL STORM & SEWER SVCS PER PLAN; OK PER P.E. FOR 14 UNITS INTO 6&quot;	MULTIFAMILY	
	JOLLY HOMES INC		SEWER EASEMENT #20030801001409 - CONNECT SIDE SEWER FROM 833 TO NEW SIDESEWER - TIE STORM DRAINAGE INTO DETENTION WITH 841	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	GAS APPLIANCE SERVICE		INSTALL A GAS FURNACE	SINGLE FAMILY / DUPLEX	
	KARUI LLC 33RD AVENUE ASSOCIATES	LT 14, BLK 5, CEDAR PARK, EXC N 200' THOF & EXC W 30' THOF, TGW W 70' OF LT 13, EXC POR OF LTS 13 & 14 DESC AS, BEG E LN OF 33RD AV NE (SEE FILE IN EDMS)	Land Use Application to allow a 6-story congregate residence with 150 bedrooms in an environmentally critical area. 2,222 sq. ft. of retail and 2 live-work units (1,985 sq. ft.) will be located at grade. Parking for 51 vehicles will be located within the structure.	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		DEMO 2 ROOFTOP EXHAUST FANS - 1 CONDENSING UNIT AND 1 PHOTOCELL.	COMMERCIAL	
	INTERSTATE INDUSTRIES		Install Type 1 Kitchen Hood,Exhaust,make-up auir and associated ductwork on rooftop, per plan	COMMERCIAL	
	BAYSIDE COMMUNITIES LLC		Renew AP #6390537 from 09/18/2015 to 03/18/2017	MULTIFAMILY	
	NATIONAL COMMERCIAL SERVICES FIRST AMERICAN TITLE INSURANCE COMPANY		Renew AP #6390538 from 09/18/2015 to 03/18/2017	MULTIFAMILY	
ELECTRICAL CONTRACTOR LICENSE	KEMLY ELECTRIC INCORPORATED		PANEL REPLACEMENT ONLY	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	A G C ELECTRIC INCORPORATED		REMOVE AND REPLACE OUTLETS & SWITCHES, IN UNIT #1 RELOCATE RANGE & HOOD, REMOVE AND REPLACE BASEBOARD HEATERS WITH FORCED AIR WALL HEATERS-SAME LOAD OR SMALLER.	MULTIFAMILY	
	DANIEL UMBACH ARCHITECT LLC		Renew AP# 6089822	MULTIFAMILY	
	STEPHEN BROWN		Revision Inspector requested submission of details and structural calculations, per plan.	COMMERCIAL	
	DANIEL UMBACH ARCHITECT LLC	PARCEL B,SP #8703937, THSE POR'S PAR'SB & C, SP 80-110, DAF: BEG AT SE CIR SD PAR C, TH N 88'41'35&quot;W ALG S LN 111.01' TO W LN (SEE FILE)	Construct 2-unit townhouse with attached garage per plans. (reviews and processing for 13 A/Ps under 6089822). (Building #1).	MULTIFAMILY	$229,456.00
	FIRE SPRINKLERS INC		SHOP DRAWINGS Add &quot;water curtain&quot; sprinklers to 2 openings on 2nd floor	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	A C ELECTRIC SERVICE		WIRE DOWNSTAIRS BATHROOM TR 12/18/13 ADDED A 25AMP BRANCH CIRCUIT AND 1 50 AMP FEEDER	SINGLE FAMILY / DUPLEX	
REFRIGERATION CONTRACTOR LIC.	OLSON ENERGY SERVICE		INSTALL HEAT PUMP.	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC.	FORBES MECHANICAL		INSTALL NEW GAS FURNACE	SINGLE FAMILY / DUPLEX	
	SUE ORDOS	2 W 1/2 LOT 25 LESS N 10 FT AND W 1/2 OF LOT 26 BLOCK 8, NORTH SEATTLE HEIGHTS DIV NO. 02	Convert existing attached garage to an ADU and construct a two level addition to an existing single family dwelling, per plans.	SINGLE FAMILY / DUPLEX	$95,000.00
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		ELEVATOR UPGRADE. WE WILL REUSE EXISTING ELEVATOR FEED, CONVERT SERVICE OUTLET TO GFCI, ADD PIT LIGHT, HOOK UP EXHAUST FAN, AND PROVIDE DISCONECT FOR CAB LIGHTS.	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	PUGET SOUND SOLAR LLC		[A ONE-LINE DIAGRAM WILL BE REQUIRED ON SITE AT THE TIME OF INSPECTION OF ANY RENEWABLE ENERGY SYSTEM. A COVER INSPECTION IS REQUIRED BEFORE INSTALLATION BEGINS, BUT AFTER THE EQUIPMENT IS ON-SITE. ] INSTALLATION OF A 5.13KW SOLAR PHOTOVOLTAIC SYSTEM ON ROOF OF RESIDENCE. SYSTEM COMPONENTS INCLUDE (18) ITEK ENERGY 285W MODULES & (9) APS BLUE FROG YC-500A MIW MICROINVERTERS.	SINGLE FAMILY / DUPLEX	
	CAMERON MCKINNON	E 77 FT OF LOTS 1-2, BLOCK 8, KENWOOD DIV # 1	Establish use as and construct new single family residence with attached garage, per plan. (Demolition of existing structure under separate permit)	SINGLE FAMILY / DUPLEX	$327,161.00
	LEDOUX CONSTRUCTION, LLC	PCL B SEATTLE SP #2003973 REC #20010410-900014 SD SP DAF - N 126 FT OF W 1/2 OF SW 1/4 OF NW 1/4 OF NW 1/4 LESS E 120 FT LESS W 105 FT	Remove existing shed, Establish use as and construct single family residence with attached garage, per plan	SINGLE FAMILY / DUPLEX	$325,043.00
GENERAL CONTRACTOR LICENSE	NAT INSTALLATION NTWRK ENT INC	APN 645030-3420: LTS 1 & 2, BLK 17, OVERLAND PARK ADDITION	Construct deck addition and alterations to main floor and upper floor of existing single family residence, per plans.	SINGLE FAMILY / DUPLEX	$80,000.00
	KOHARY CONSTRUCTION INC,		TEMPORARY POWER POLE SFR. 107 N 144TH ST ACTUAL SITE PER CUSTOMER. BLDG PERMIT# 740151	SINGLE FAMILY / DUPLEX	
LOW VOLTAGE CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC., GENERAL C	MECHANICAL & CONTROL SERV INC		REPLACING EXISTING BOILER WITH NEW	MULTIFAMILY	
	ADT LLC		LOW VOLT SECURITY SYSTEM	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REFRIGERATION CONTRACTOR LIC., ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL	BOB'S HEATING & A/C INC		INSTALLING FORCED AIR NAT GAS FURNACE IN SFR	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	LOYAL MECHANICAL INC		SEWER REPAIR	SINGLE FAMILY / DUPLEX	
	MASTEC CORP	RAINIER COMMONS CONDO VOL 247 PAGE 33-62AKA ALL OF BLK 233, SEA TIDE LDS, ALL OF BLKS 16 & 17,HANFORDS ADD TO S SEA, TGW ALL OF BLK 40, JJ MOSS 1ST ADD TO S SEA TGW VAC 10TH.......(SEE FILE)	Additions and alterations to existing commercial building on the West rooftop to minor communication facility antennas, per plan.	COMMERCIAL	$20,000.00
GENERAL CONTRACTOR LICENSE	FORMA CONSTRUCTION COMPANY	SEATTLE TIDE LANDS PCL B SEATTLE LBA #2200905 REC# 20031013900005 & 20030410900010 BEING POR BLK 254 & ALL BLK 239 TGW VAC 8TH AVE S PER VO 99464 TGW ALL BLK 237 SD PLAT TGW BLK 238 SD PLAT LESS POR LOT1 LY NWLY OF LN BEG ON N LN LOT 139 FT E OF NW COR THOF TH S 1-08-07 W 9.66 FT TH S46-08-07W 37.25 FT TH N 88-51-53 W TO E LN OF 8TH AVE S TGW LOT B SEATTLE LBA #2200904 REC #20030410900009 BEING POR LOTS 6 THRU 10 BLK 255 SD PLAT TGW PCL B SEATTLE LBA #2200902 REC #20030410900006 BEING POR LOTS 19 & 20 BLK 256 SD PLAT TGW PCL B SEATTLE LBA #2200903 REC #20030410900007 BEING TRS 15 & 16 OF CANAL WATERWAY TGW POR VAC 7TH AVE S & ALLEY PER VO # 37711 TGW TRS 17 & 18 SD PLAT TGW VAC ALLEY PER VO #83740 TGW VAC 8TH AVE S & S HANFORD ST & S HORTON ST & S HINDS ST PER VO 122759(SEE EDMS or HARD COPY FILE IN ADDRESSING AREA)	Construction of storage building (Building B) accessory to the light rail transit operations and maintenance base (Sound Transit Light Rail) and occupy, per plan	INDUSTRIAL	$450,060.00
GENERAL CONTRACTOR LICENSE, LOW VOLTAGE CONTRACTOR LICENSE, LOW VOLTAGE CONTRACTOR LICENSE	SMITH FIRE SYSTEMS INC		Sprinkler	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	G B SYSTEMS INC		Add exhaust fan, smoke & fire dampers, per plan	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REFRIGERAT	HERMANSON COMPANY LLP	METRO ATLANTIC/CENTRAL: BLKS 245, 247 & 248, SEATTLE TIDE LAND, TWG VACAT. S ATLANTIC ST, 8TH AV S & AIRPORT WY S, VO 113655, & VO 89798	HVAC modifications to Fuel Island Bldg per plan	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE, ELECTRICAL CONTRACTOR LICENSE	GREG'S ELECTRIC		UPGRADE TO 200 AMP SERVICE	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	WYNDHAM DESIGN INC		ON-SITE DRAINAGE PERMIT. SEPERATE PERMIT REQUIRED TO CONNECT TO STORM. MDC RECORDING FEES COLLECTED TODAY; TO BE PROVIDED LATER. 01/05/04 MVC: CHANGE PERMIT TO REFLECT ROW - OK BY KEVIN D.	SINGLE FAMILY / DUPLEX	
	PAUL HANSON NICHOLSON KOVALCHICK ARCHITECTS PS		SHOP DRAWINGS Truss system	MULTIFAMILY	
	MALSAM TSANG ENGINEERS, INC.	LOTS 21 TO 24, BLOCK 3, HOLBROOK & CLARKS ADD TO W S	CONSTRUCT MIXED USE BUILDING AND OCCUPY PER PLAN	MULTIFAMILY	$3,232,908.00
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	WESTOWER COMMUNICATIONS INC.	LOTS 1 & 2, BLK 177, SEATTLE TIDELANDS, EX.POR. LYING WITHIN 30'STRIP CONVYED TO C. & PS RAILWAY CO.	Modify existing rooftop wireless communication facility for AT&T to include replacement of antennas and addition of (1) panel antenna, per plans.	COMMERCIAL	$17,000.00
	DUPLICATE-USE SM0004 SME INC OF SEATTLE		PHASE ONE WEST SIDE REMODEL OF EXISTING SPACE ON 3RD FLOOR, UTILIZING EXISTING CIRCUITRY. NO NEW PANELS OR FEEDERS. REPLACE LIGHTS, SWITCHES, RECEPTACLES, AND ADD CONDUIT FOR A/V SYSTEM BY OTHERS. 5/29/07 BEW REVISED OTC TO PLAN REVIEW	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		WIRE REMODELED OF EXISTING BLDG.	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE	ADVANCED INSTALLATION INC		INSTALL GAS FIREPLACE INSERT	SINGLE FAMILY / DUPLEX	
ELECTRICAL CONTRACTOR LICENSE	SME INC OF SEATTLE		TENANT IMPROVEMENTS	COMMERCIAL	
ELECTRICAL CONTRACTOR LICENSE	PROTECTION &COMMUNICATIONS INC		EXPANDING FIRE ALARM SYSTEM TO ACCOMODATE FOR NEW TI	COMMERCIAL	
	CONFLUX ARCHITECTURE, INC.	LOT 33, BLOCK 2, HAMBLETS ACRE GARDENS REPLAT C-D &quot;A.K.A. UNIT LOTS A-B , SP #3018431&quot;	Construct east single family residence, per plans. (Establish use for 2 single family residences and construct two one-family dwellings. Reviews and processing for 2 A/Ps under 6405062)	SINGLE FAMILY / DUPLEX	$151,803.00
	INFLUX DEVELOPMENT LLC	LOT 33, BLOCK 2, HAMBLETS ACRE GARDENS REPLAT C-D &quot;A.K.A. UNIT LOTS A-B , SP #3018431&quot;	Construct east single family residence, per plans. (Establish use for 2 single family residences and construct two one-family dwellings. Reviews and processing for 2 A/Ps under 6405062)	SINGLE FAMILY / DUPLEX	$151,803.00
	TRIPLE POINT LLC	LOTS 22-24, BLOCK 3, HAMBLETS ACRE GARDENS REPLAT BLKS C&D(AKA UNIT LOTS A-E, SP #3004032)	Establish use as single family residence and construct a single family residence with attached garage per plan	MULTIFAMILY	$154,509.00
ELECTRICAL CONTRACTOR LICENSE	SIEMENS INDUSTRY INC		ADD 3 POWER SUPPLIES AND 3 MONITOR MODULES, JOINT VENTURE WITH PRECISON ELECTRIC	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	SHINN MECHANICAL, INC.		INSTALL COMPRESSOR WET TANK	COMMERCIAL	
REFRIGERATION CONTRACTOR LIC., GENERAL CONTRACTOR LICENSE	GAS APPLIANCE SERVICE		INSTALL GAS FURNACE	SINGLE FAMILY / DUPLEX	
	SEATTLE PARKS DEPT	LOTS 1 THRU 7 BLK 1 MADISON PARK ADD TGW LOTS 6-7 BLK 4 BARD-FOSTER WASH PARK ADD TGW POR OF VAC BARD- FOSTER WASH PARK ADD TGW POR WASHINGTON PARK IN E 1/2 SEC 21-25-4 & NE 1/4 SEC 28-25-4 TGW BLKS 13-14 LAKE WASH SH LDS ADD LESS ST HWY	Construction of pedestrian bridges and site retaining walls for new shared use path facility,plan	COMMERCIAL	$1,330,000.00
SPECIALTY CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR, REFRIGERATION CONTRACTOR LIC.	FISCHER PLUMBING CO INC, THE		EMERGENCY PIPE BURST NO WORK IN STREET. JUST DRIVEWAY APRON	SINGLE FAMILY / DUPLEX	
SPECIALTY CONTRACTOR LICENSE, GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	ON-GRADE EXCAVATING		SEWER DRAINAGE	SINGLE FAMILY / DUPLEX	
GENERAL CONTRACTOR LICENSE, REGIS. SIDE SEWER CONTRACTOR	REVOLUTION CUSTOM BUILDERS LLC	LOT 26 & THE S 35' OF LOT 27, BLOCK 2, LUCINDA DENNY'S ADDN, EXCEPT THE S 10' OF LOT 26	Demolish existing single family residence, per Post Sub #6242347 to issued building permit 36211788, subject to field inspection.	SINGLE FAMILY / DUPLEX	
	GLOTEL INC	LTS 10-15, BLK 1, NORTH SEATTLE HEIGHTS DIV NO 1.	Relocate 3 existing and install 3 new antennas to penthouse on roof of existing lodging building (Best Western) with associated eaquipment,for existing minor communication utility, per plan	COMMERCIAL	$15,000.00
REFRIGERATION CONTRACTOR LIC.	PRO-STAFF MECHANICAL INC		REPLACE EXISTING DISPLAY FREEZER WITH NEW FREEZER.	COMMERCIAL	
